id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,RightClickDisabled,PopUpWindow,IframeOrFrame,MissingTitle,ImagesOnlyInForm,CLASS_LABEL
850,3,1,4,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,31,0,0,0,0,0.048780488,0,1,0,0,0,0,0,0,0,1,0
851,2,0,8,110,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,19,84,0,0,0,0,0.03125,0,1,0,0,0,0,0,0,0,0,1
852,2,0,3,54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,33,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
853,2,1,6,86,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,60,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
854,1,0,2,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
855,2,0,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
856,1,0,3,111,11,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,16,88,0,0,0,0,0.288135593,0,1,0,0,0,0,0,1,0,0,0
857,1,0,5,79,6,0,0,0,1,0,1,0,0,10,1,1,0,0,1,0,11,50,10,0,0,0,0.983333333,1,1,1,0,0,0,0,1,0,0,0
858,4,1,4,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,46,0,0,0,0,0.25862069,1,1,0,0,0,0,0,1,0,0,1
859,2,1,3,71,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,12,52,0,0,0,0,0.647058824,0,1,0,0,0,0,0,1,0,0,0
860,3,0,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,23,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
861,1,0,3,82,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,59,0,0,0,0,0.45,0,1,0,0,0,0,0,0,0,0,0
862,1,0,3,42,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,17,0,0,0,0,0.985714286,1,1,1,0,0,0,0,0,0,0,0
863,1,0,3,98,12,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,12,79,0,0,0,0,0.98245614,1,1,0,0,0,0,0,1,0,0,0
864,1,0,6,51,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,9,35,0,0,0,0,0.956521739,1,1,0,1,0,0,0,1,0,0,0
865,3,1,3,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,22,0,0,0,0,0.184615385,0,1,1,0,1,0,0,1,0,0,0
866,2,0,3,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
867,1,0,5,87,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,64,0,0,0,0,0.734693878,0,1,1,0,0,0,0,1,0,0,0
868,1,0,3,66,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,21,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
869,3,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,23,0,0,0,0,0.857142857,1,1,0,0,0,0,0,0,0,0,1
870,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,14,0,0,0,0,0.977777778,1,0,0,0,0,0,0,1,0,0,0
871,2,0,1,80,0,0,0,0,4,0,2,1,0,5,1,0,0,0,0,0,16,12,44,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0
872,2,0,5,119,12,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,21,91,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0
873,2,1,3,61,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
874,2,1,3,113,11,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,24,82,0,0,0,0,0.2,0,1,1,1,1,0,0,1,0,0,0
875,2,1,4,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,38,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0
876,4,1,4,69,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
877,2,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,10,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,1
878,3,1,5,69,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16,46,0,0,0,1,0.888888889,0,1,0,0,0,0,0,0,0,0,1
879,1,0,2,94,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,16,71,0,0,0,0,0.64,0,1,0,1,0,0,0,1,0,0,0
880,3,0,3,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
881,2,1,2,91,2,1,0,0,0,2,3,2,0,5,1,0,0,0,1,0,19,12,52,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
882,3,1,6,126,0,0,0,0,1,0,1,0,0,23,1,1,0,0,0,0,15,59,44,0,0,0,0.125,0,1,1,0,0,0,0,0,0,0,0
883,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0
884,4,1,9,213,2,0,0,1,0,0,1,0,0,69,1,1,0,0,1,0,18,110,77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
885,2,1,0,44,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,20,1,15,0,0,0,0.863636364,1,1,1,0,1,0,0,0,0,0,0
886,4,1,4,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
887,2,1,4,59,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,38,0,0,0,0,0.857142857,0,1,0,0,0,0,0,1,0,0,0
888,2,1,2,88,11,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,15,66,0,0,0,0,0.941176471,1,0,0,0,0,0,0,0,0,0,0
889,2,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0
890,2,1,9,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
891,5,4,2,93,1,1,0,0,0,0,0,0,0,19,1,1,0,1,0,0,52,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
892,4,0,4,103,2,0,0,0,0,0,0,0,0,33,1,1,1,0,0,0,13,47,35,0,2,0,0.035714286,1,1,0,0,0,0,0,1,0,0,1
893,2,1,5,51,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,19,25,0,0,0,0,0.142857143,1,1,0,0,0,0,0,1,0,0,1
894,1,0,2,43,0,0,0,0,2,0,1,0,0,5,1,1,0,0,0,0,8,17,10,0,0,0,0.403846154,0,0,0,0,0,0,0,1,0,0,0
895,2,1,4,75,4,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,19,49,0,0,0,0,0.34375,0,1,0,0,0,0,0,0,0,0,0
896,2,0,2,65,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,40,0,0,0,0,0.837837838,0,1,0,0,0,0,0,0,0,0,0
897,1,0,3,38,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,8,16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,4,1,1,81,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,20,10,43,0,0,0,0.442857143,1,1,0,0,0,0,0,0,0,0,0
899,2,0,3,85,7,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,11,67,0,0,0,1,0.079365079,0,1,0,1,0,0,0,0,0,0,0
900,1,0,7,94,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,21,66,0,0,0,0,0.451612903,0,1,0,0,0,0,0,0,0,0,0
901,2,1,3,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
902,1,0,2,99,4,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,7,47,37,0,0,0,0.130434783,0,1,1,0,0,0,0,0,0,0,0
903,2, , , , , , , ,0,0,0,0,0,0,1,1,0,0,0,0,35,1,0,0,0,0,0.03030303,0,0,0,0,0,0,0,1,0,0,0
904,1,0,6,80,6,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,16,57,0,0,0,0,0.269230769,0,1,0,0,0,0,0,1,0,0,0
905,2,1,4,60,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,22,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
906,3,1,1,52,0,0,0,0,0,0,2,1,0,6,1,1,0,0,0,0,13,11,20,0,0,0,0.534883721,1,1,1,0,0,0,0,1,0,0,0
907,1,0,4,96,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,23,66,0,0,0,0,0.422077922,0,1,1,1,1,0,0,1,0,0,0
908,2,1,4,119,8,0,0,0,0,0,1,0,0,13,1,0,0,0,1,0,19,72,20,0,0,0,0.95,1,1,0,0,0,0,0,0,0,0,0
909,3,1,8,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,57,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
910,2,1,4,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,29,0,0,0,0,0.934210526,1,1,1,0,0,0,0,1,0,0,0
911,1,0,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,25,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0,1
912,3,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,18,0,0,0,0,0.35483871,0,1,0,0,0,0,0,1,0,0,0
913,1,0,4,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
914,6,1,5,88,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,24,57,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
915,4,0,2,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,37,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1
916,2,1,3,107,3,0,0,0,0,0,4,3,0,16,1,0,0,0,1,0,18,40,41,0,0,0,0.842105263,0,1,1,0,1,0,0,0,0,0,0
917,2,1,2,62,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
918,8,0,8,101,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,19,75,0,0,0,0,0.105263158,0,1,0,0,0,1,0,0,0,0,1
919,2,1,5,55,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
920,1,0,3,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12,25,0,0,0,0,0.548387097,0,1,0,0,0,0,0,0,0,0,0
921,2,0,2,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,25,16,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
922,2,1,4,102,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,24,71,0,0,0,0,0.3,0,1,1,0,0,0,0,1,0,0,0
923,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0
924,1,0,2,48,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,18,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
925,2,1,2,58,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,17,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
926,3,0,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
927,2,0,3,54,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
928,2,1,7,147,1,0,0,0,12,0,0,0,0,16,1,1,0,0,1,0,21,119,0,0,0,0,0.490566038,0,1,1,0,0,0,0,1,0,0,0
929,3,0,5,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
930,1,0,3,60,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,11,42,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
931,2,1,4,48,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
932,2,1,6,63,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,19,37,0,0,0,0,0.049180328,0,0,0,0,0,0,0,1,0,0,0
933,2,0,5,78,0,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,14,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
934,2,1,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,12,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0,1
935,4,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
936,2,0,7,147,1,1,0,0,0,0,1,0,0,23,1,1,0,0,1,0,26,55,58,0,2,0,0.333333333,0,1,0,0,0,0,0,0,0,0,1
937,2,0,4,63,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,46,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
938,2,1,5,147,0,0,0,0,0,0,0,0,0,69,1,1,0,0,0,0,17,123,0,0,0,0,0.064516129,1,1,0,1,0,0,0,0,0,0,1
939,3,1,3,107,9,0,0,0,1,0,0,0,0,10,1,1,0,0,1,0,23,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
940,1,0,7,96,4,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,18,71,0,0,0,0,0.407407407,0,1,0,1,0,0,0,0,0,0,0
941,2,1,2,34,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,6,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0
942,4,2,4,62,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,26,29,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
943,2,1,4,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
944,2,0,5,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,36,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
945,1,0,5,81,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,19,55,0,0,0,0,0.985294118,1,1,0,0,0,0,0,1,0,1,0
946,2,1,4,39,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,14,18,0,0,0,0,0.074074074,0,1,0,0,0,0,0,1,0,0,0
947,3,0,2,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,19,0,0,1,0,0.076923077,0,1,1,0,0,0,0,0,0,0,1
948,2,0,8,89,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,17,65,0,0,1,0,0.222222222,1,1,0,0,0,0,0,0,0,0,1
949,2,1,6,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,15,26,0,0,0,0,0.093023256,0,1,1,0,0,0,0,1,0,0,0
950,2,1,2,80,6,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,54,0,0,0,0,0.024242424,0,0,0,0,0,0,0,0,0,0,0
951,3,0,4,68,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,19,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
952,1,0,2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,6,0,0,0,0,0.027027027,0,1,0,0,0,0,0,0,0,0,1
953,8,0,5,216,1,0,0,0,5,0,7,0,0,21,1,0,0,0,0,0,16,44,148,0,2,0,0.263157895,1,1,0,0,0,0,0,1,0,0,1
954,2,1,6,66,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,20,39,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
955,4,0,3,109,1,0,0,0,4,0,3,2,0,8,1,1,0,0,1,0,14,23,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
956,1,0,2,103,12,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,88,0,0,0,0,0.987654321,1,1,1,0,0,0,0,0,0,0,0
957,1,0,2,108,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,84,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
958,8,1,3,112,1,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,24,81,0,0,3,1,0.875,0,1,0,0,0,0,0,0,0,0,1
959,3,1,4,64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
960,3,1,1,43,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,21,15,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
961,1,0,5,72,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,49,0,0,0,0,0.985915493,1,1,1,1,0,0,0,1,0,0,0
962,3,1,2,42,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,15,20,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
963,2,0,4,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
964,2,0,4,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
965,3,1,1,49,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,15,13,13,0,0,0,0.428571429,0,1,1,0,0,0,0,1,0,0,0
966,1,0,2,70,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,55,0,0,0,0,0.769230769,1,0,0,0,0,0,0,0,0,0,0
967,6,4,4,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,28,27,0,0,2,0,0.058823529,0,1,0,0,0,0,0,0,0,0,1
968,1,0,5,95,7,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,13,75,0,0,0,0,0.986666667,0,1,1,0,0,0,1,1,0,0,0
969,2,0,5,48,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,29,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
970,2,1,2,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,22,0,0,0,0,0.777777778,1,1,1,0,1,0,0,0,0,1,0
971,3,1,2,65,2,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,18,32,7,0,0,0,0.085714286,0,1,0,0,0,0,0,0,0,0,0
972,3,2,4,109,5,4,0,0,0,0,0,0,0,22,1,1,0,1,1,0,57,45,0,0,0,0,0.090909091,0,1,1,0,0,1,0,1,0,0,1
973,1,0,7,72,0,0,0,0,0,2,0,0,0,6,1,1,0,0,1,0,17,48,0,0,0,0,0.076923077,0,1,1,0,0,0,0,0,0,0,1
974,2,0,3,106,8,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,11,88,0,0,0,1,0.833333333,0,1,0,0,0,0,0,0,0,0,0
975,2,1,2,51,0,0,0,0,0,0,1,0,0,6,1,0,0,0,1,0,19,13,11,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
976,3,0,5,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,23,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
977,2,0,5,75,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,22,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
978,2,0,5,68,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,13,48,0,0,0,0,0.272727273,0,1,0,1,0,0,0,1,0,0,0
979,2,1,3,55,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,28,0,0,0,0,0.107142857,0,1,0,0,0,0,0,0,0,0,0
980,2,0,3,52,1,,,,,,,,,,,,,,,,,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
981,1,0,3,110,0,0,0,0,3,8,2,1,0,23,1,0,0,0,0,0,9,14,79,0,0,0,0.516129032,1,1,1,0,0,0,0,0,0,0,0
982,2,1,2,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,16,0,0,0,0,0.461538462,0,0,0,0,0,0,0,1,0,0,0
983,2,1,7,100,2,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,15,78,0,0,0,1,0.981132076,0,1,0,0,0,0,0,0,0,0,1
984,1,0,5,73,4,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,19,47,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
985,3,1,1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,0,0,0.150943396,0,1,0,0,0,0,0,0,0,0,0
986,4,1,3,48,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12,24,4,0,1,0,0.5,1,1,0,0,0,0,0,0,0,0,1
987,2,0,3,59,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
988,2,1,3,35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
989,3,0,3,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
990,3,2,5,121,5,4,0,0,0,0,0,0,0,23,1,1,0,1,1,0,66,48,0,0,0,0,0.090909091,0,1,1,0,0,1,0,1,0,0,1
991,2,1,3,65,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,16,42,0,0,0,0,0.958333333,0,1,1,0,1,0,0,0,0,0,0
992,4,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
993,3,0,2,46,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,18,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
994,1,0,6,97,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,17,73,0,0,0,0,0.544117647,0,1,0,0,0,0,0,1,0,0,0
995,3,1,2,100,6,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,20,73,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0
996,5,0,3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,34,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
997,2,0,1,78,0,0,0,0,0,0,4,3,0,6,1,0,0,0,1,0,12,9,49,0,0,0,0.384615385,0,1,0,0,0,0,0,0,0,0,0
998,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0
999,3,1,2,70,0,0,0,0,2,0,1,0,0,8,1,1,0,0,1,0,22,21,19,0,0,0,0.417910448,0,1,1,0,0,0,0,1,0,0,0
1000,1,0,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,16,0,0,0,0,0.117021277,0,1,0,0,0,0,0,0,0,0,0
1001,2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1002,3,1,4,84,1,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,26,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1003,1,0,5,76,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,53,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0
1004,4,1,3,43,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,17,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1005,1,0,5,67,5,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,9,51,0,0,0,0,0.952380952,1,1,1,1,0,0,1,1,0,0,0
1006,3,1,2,56,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,28,0,0,0,0,0.107142857,0,1,0,0,0,0,0,1,0,0,0
1007,1,0,3,59,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,34,0,0,0,0,0.16,0,1,0,0,0,0,0,1,0,0,0
1008,2,1,2,69,2,2,0,0,0,0,0,0,0,19,1,1,0,1,0,0,28,34,0,0,0,0,0.0625,0,1,0,0,0,0,0,1,0,0,1
1009,1,0,4,97,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,49,24,0,0,0,0.466666667,0,1,1,0,1,0,0,1,0,0,0
1010,2,1,1,56,1,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,22,15,11,0,0,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0
1011,2,1,3,64,1,0,0,1,0,0,0,0, ,0,1,1,0,0,0,0,28,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1012,4,1,2,70,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,35,0,0,0,0,0.384615385,1,1,0,1,0,0,0,0,0,0,1
1013,3,0,1,60,0,0,0,0,0,0,3,2,0,2,1,0,0,0,0,0,16,10,26,0,0,0,0.15,0,0,0,1,0,0,0,1,0,0,0
1014,1,0,4,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,1
1015,3,1,4,101,10,0,0,0,0,0,0,0, ,6,1,1,0,0,1,0,19,75,0,0,0,0,0.260869565,0,1,0,0,0,0,0,1,0,0,0
1016,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1017,1,0,5,99,8,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,13,79,0,0,0,0,0.05,0,1,0,0,0,0,0,0,0,0,0
1018,1,0,2,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,17,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1019,2,1,5,92,1,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,29,56,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0,1
